Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BDGE,"Bridge Bancorp, Inc.",26.07,$515.98M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge
BLIN          ,"Bridgeline Digital, Inc.",0.24,$1.36M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin
BWB,"Bridgewater Bancshares, Inc.",10.47,$314.77M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb
BRID,Bridgford Foods Corporation,19.86,$180.27M,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,6.9,$251.74M,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov
BHF,"Brighthouse Financial, Inc.",31.3,$3.71B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf
BHFAL,"Brighthouse Financial, Inc.",23.53,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfal
AVGO,Broadcom Inc.,230.96,$94.06B,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
BVSN,"BroadVision, Inc.",1.0101,$5.05M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,1.15,$31.53M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",1.47,$22.96M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bwen
BPY,Brookfield Property Partners L.P.,16.55,$6.74B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy
BPR,Brookfield Property REIT Inc.,16.52,$12.68B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr
BPRAP,Brookfield Property REIT Inc.,22.65,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bprap
BRKL,"Brookline Bancorp, Inc.",14.09,$1.13B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
BRKS,"Brooks Automation, Inc.",24.38,$1.75B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks
DOOO,BRP Inc.,26.41,$1.14B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/dooo
BRKR,Bruker Corporation,28.27,$4.43B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr
BMTC,Bryn Mawr Bank Corporation,34.78,$704.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc
BLMT,"BSB Bancorp, Inc.",28.3,$276.06M,2011,Finance,Major Banks,https://www.nasdaq.com/symbol/blmt
BSQR,BSQUARE Corporation,1.66,$21.16M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bsqr
BLDR,"Builders FirstSource, Inc.",11.48,$1.32B,2005,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr
BFST,"Business First Bancshares, Inc.",23.78,$314.21M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst
CFFI,C&F Financial Corporation,51.71,$181.08M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cffi
CHRW,"C.H. Robinson Worldwide, Inc.",79.92,$10.99B,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw
CCMP,Cabot Microelectronics Corporation,88.16,$2.53B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/ccmp
CDNS,"Cadence Design Systems, Inc.",41.53,$11.72B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns
CDZI,"Cadiz, Inc.",10.11,$247.87M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi
CZR,Caesars Entertainment Corporation,6.74,$4.51B,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr
CSTE,Caesarstone Ltd.,13.86,$476.07M,2012,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste
CLBS,"Caladrius Biosciences, Inc.",4.14,$40.75M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/clbs
CHY,Calamos Convertible and High Income Fund,9.45,$689.93M,2003,n/a,n/a,https://www.nasdaq.com/symbol/chy
CHI,Calamos Convertible Opportunities and Income Fund,8.91,$623.91M,2002,n/a,n/a,https://www.nasdaq.com/symbol/chi
CCD,Calamos Dynamic Convertible & Income Fund,16.8,$410.22M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccd
CHW,Calamos Global Dynamic Income Fund,6.76,$399.85M,2007,n/a,n/a,https://www.nasdaq.com/symbol/chw
CGO,Calamos Global Total Return Fund,10.2,$88.18M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cgo
CSQ,Calamos Strategic Total Return Fund,10.37,$1.6B,2004,n/a,n/a,https://www.nasdaq.com/symbol/csq
CAMP,CalAmp Corp.,13.14,$450.16M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp
CVGW,"Calavo Growers, Inc.",73.25,$1.29B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw
CALA,"Calithera Biosciences, Inc.",4.15,$158.22M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cala
CALM,"Cal-Maine Foods, Inc.",42.13,$2.05B,1996,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm
CLMT,"Calumet Specialty Products Partners, L.P.",2.41,$185.92M,2006,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt
CRUSC,Calvert Management Series,100.02,$100.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crusc
CLXT,"Calyxt, Inc.",10.38,$338.1M,2017,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt
CATC,Cambridge Bancorp,84.5,$347.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/catc
CAC,Camden National Corporation,35.94,$560.12M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cac
CAMT,Camtek Ltd.,6.72,$244.84M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt
CSIQ,Canadian Solar Inc.,15.14,$886.93M,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
CGIX,"Cancer Genetics, Inc.",0.2664,$7.39M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix
CPHC,Canterbury Park Holding Corporation,13.89,$62.84M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc
CBNK,"Capital Bancorp, Inc.",10.97,$168.59M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/cbnk
CCBG,Capital City Bank Group,23.42,$399.51M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccbg
CPLP,Capital Product Partners L.P.,2.21,$281.22M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cplp
CSWC,Capital Southwest Corporation,19.63,$334.56M,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc
CSWCL,Capital Southwest Corporation,24.86,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswcl
CPTA,Capitala Finance Corp.,7.2,$115.41M,2013,n/a,n/a,https://www.nasdaq.com/symbol/cpta
CPTAG,Capitala Finance Corp.,24.14,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptag
CPTAL,Capitala Finance Corp.,24.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptal
CFFN,"Capitol Federal Financial, Inc.",13.14,$1.86B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn
CAPR,"Capricor Therapeutics, Inc.",0.4824,$14.99M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/capr
CSTR,"CapStar Financial Holdings, Inc.",14.93,$259.7M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/cstr
CPST,Capstone Turbine Corporation,0.7387,$50.54M,2000,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst
CARA,"Cara Therapeutics, Inc.",14.41,$568.43M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara
CBLK,"Carbon Black, Inc.",12.68,$861.19M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk
CARB,"Carbonite, Inc.",24.41,$843.56M,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/carb
CSII,"Cardiovascular Systems, Inc.",28.06,$973.72M,1981,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii
CDLX,"Cardlytics, Inc.",10.85,$232.31M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx
CATM,Cardtronics plc,25.19,$1.16B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm
CDNA,"CareDx, Inc.",22.61,$931.57M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna
CECO,Career Education Corporation,11.74,$818.99M,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco
CTRE,"CareTrust REIT, Inc.",18.15,$1.52B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre
CARG,"CarGurus, Inc.",32.23,$3.55B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/carg
CARO,Carolina Financial Corporation,29.83,$673.27M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caro
CART,"Carolina Trust BancShares, Inc.",7.99,$57.18M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
CRZO,"Carrizo Oil & Gas, Inc.",11.45,$1.05B,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo
TAST,"Carrols Restaurant Group, Inc.",9.48,$346.39M,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast
CARV,"Carver Bancorp, Inc.",3.123,$11.55M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/carv
CASM,"CAS Medical Systems, Inc.",1.79,$51.66M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/casm
CASA,"Casa Systems, Inc.",12.28,$1.02B,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa
CWST,"Casella Waste Systems, Inc.",27.38,$1.18B,1997,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst
CASY,"Caseys General Stores, Inc.",124.62,$4.56B,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy
CASI,"CASI Pharmaceuticals, Inc.",4.01,$375.29M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi
CASS,"Cass Information Systems, Inc",52.37,$772.63M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass
CATB,"Catabasis Pharmaceuticals, Inc.",4.6,"$326,774.80 ",2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
CBIO,"Catalyst Biosciences, Inc. ",8.16,$97.45M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",2.17,$222.94M,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",9.52,$153.61M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,33.9,$2.75B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caty
CGVIC,Causeway ETMF Trust,100.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cgvic
CIVEC,Causeway ETMF Trust,100.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/civec
CVCO,"Cavco Industries, Inc.",127.42,$1.16B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco
CBFV,"CB Financial Services, Inc.",24.55,$132.92M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv
CBAT,"CBAK Energy Technology, Inc.",0.43,$11.46M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbat
CBMB,"CBM Bancorp, Inc.",12.6499,$53.53M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cbmb
CBOE,"Cboe Global Markets, Inc.",95.59,$10.69B,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe
CBTX,"CBTX, Inc.",29.78,$773.14M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx
CDK,"CDK Global, Inc.",47.57,$6.13B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk
CDW,CDW Corporation,77.13,$11.57B,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw
CECE,CECO Environmental Corp.,6.78,$236.96M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece
CELC,Celcuity Inc.,21.76,$221.06M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc
CELG,Celgene Corporation,80.43,$56.24B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,0.804,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",0.2299,$39.65M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx
APOP,Cellect Biotechnology Ltd.,2.62,$17.06M,2016,n/a,n/a,https://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,0.8999,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/apopw
CLRB,"Cellectar Biosciences, Inc.",1.61,$7.66M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.05,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.0454,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,16.65,$706.46M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",18.56,$341.44M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg
CLSN,Celsion Corporation,1.71,$32.03M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn
CELH,"Celsius Holdings, Inc.",3.4,$173.84M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh
CYAD,Celyad SA,20.33,$242.79M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad
CETX,Cemtrex Inc.,0.67,$8.77M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,1.29,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.0113,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",11.28,$3.12B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev
CSFL,CenterState Bank Corporation,21.14,$2.02B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,2.81,$710.52M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,11.9925,$51.6M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,36.02,$2.08B,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,32.38,$1.87B,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,18.84,$259.93M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy
CNTX,Centrexion Therapeutics Corporation,n/a,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cntx
CTRC,Centric Brands Inc.,3.166,$184.69M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctrc
CENX,Century Aluminum Company,7.31,$640.59M,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",70.15,$390.59M,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",6.98,$205.49M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty
CRNT,Ceragon Networks Ltd.,3.65,$286.05M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt
CERC,Cerecor Inc.,3.46,$141.18M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc
CERN,Cerner Corporation,50.7,$16.71B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
CERS,Cerus Corporation,5.16,$700.16M,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers
KOOL,Cesca Therapeutics Inc.,0.272,$5.89M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
CEVA,"CEVA, Inc.",21.53,$471.56M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva
CFFAU,CF Finance Acquisition Corp.,10.0306,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/cffau
CSBR,"Champions Oncology, Inc.",8.06,$92.49M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
CYOU,Changyou.com Limited,16.22,$855.09M,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou
BURG,"Chanticleer Holdings, Inc.",1.37,$5.09M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
CTHR,Charles & Colvard Ltd.,0.8899,$19.22M,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr
GTLS,"Chart Industries, Inc.",63.64,$1.99B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",287.5,$65.81B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
CTAC,ChaSerg Technology Acquisition Corp.,9.65,$271.55M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctac
CTACU,ChaSerg Technology Acquisition Corp.,9.98,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacu
CTACW,ChaSerg Technology Acquisition Corp.,0.7304,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacw
CHKP,Check Point Software Technologies Ltd.,102.35,$16.28B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp
CHEK,Check-Cap Ltd.,2.43,$12.95M,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek
CHEKW,Check-Cap Ltd.,0.1197,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw
CHEKZ,Check-Cap Ltd.,0.4,n/a,n/a,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekz
CKPT,"Checkpoint Therapeutics, Inc.",2.01,$68.43M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt
CEMI,"Chembio Diagnostics, Inc.",5.48,$94.19M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi
CHFC,Chemical Financial Corporation,37.69,$2.69B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc
CCXI,"ChemoCentryx, Inc.",11.34,$572.96M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi
CHMG,Chemung Financial Corp,39.69,$190.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg
CHKE,Cherokee Inc.,0.57,$8.11M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/chke
CHFS,"CHF Solutions, Inc.",6.8465,$3.51M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs
CHMA,"Chiasma, Inc.",3.42,$83.55M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",7.95,$92.93M,2017,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",24.02,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cssep
PLCE,"Children&#39;s Place, Inc. (The)",88.48,$1.43B,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce
CMRX,"Chimerix, Inc.",2.66,$134.93M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx
CADC,"China Advanced Construction Materials Group, Inc.",3.15,$17.59M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc
CAAS,"China Automotive Systems, Inc.",2.5,$79.11M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
CBPO,"China Biologic Products Holdings, Inc.",73.78,$2.9B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",1.38,$7.8M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
GLG,"China Commercial Credit, Inc.",0.3183,$7.83M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
CCRC,"China Customer Relations Centers, Inc.",12.15,$222.7M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc
JRJC,China Finance Online Co. Limited,0.81,$19.13M,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc
HGSH,"China HGS Real Estate, Inc.",1.04,$46.85M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
CIFS,China Internet Nationwide Financial Services Inc.,0.9,$19.9M,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs
CJJD,"China Jo-Jo Drugstores, Inc.",2.17,$62.79M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,0.95,$23.3M,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc
CHNR,"China Natural Resources, Inc.",1.6601,$41.35M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,0.7131,$7.34M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
CNTF,China TechFaith Wireless Communication Technology Limited,1.0356,$10.96M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,1.78,$89.8M,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,1.03,$27.44M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",1.29,$20.81M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,16.52,$597.01M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,3.23,$177.98M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,26.19,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,24.8,$471.2M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,25.05,$420.84M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,26.26,$297.24M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,26.76,$193.54M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",232.62,$3.16B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",18.06,$306.12M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",2.69,$74.65M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,15.1453,$663.29M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
CMCTP,CIM Commercial Trust Corporation,30,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp
CMPR,Cimpress N.V,101.52,$3.14B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,74.4,$12.11B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,0.6022,$21.16M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,164.81,$17.52B,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",31.35,$1.88B,1989,Technology,Semiconductors,https://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",41.07,$184.65B,1990,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",20.2,$261.13M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn
CTXR,"Citius Pharmaceuticals, Inc.",1.16,$20.65M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxr
CTXRW,"Citius Pharmaceuticals, Inc.",0.0501,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctxrw
CZNC,Citizens & Northern Corp,25.71,$316.19M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",10.904,$119.44M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,21.5442,$54.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,22.4,$109.86M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",100.74,$13.58B,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,67.82,$1.12B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",17.32,$266.75M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",58.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/civbp
